"","site","collection_date","YYYYMMDD","quadrat","plant","rhi_length","node1","node2","node3","node4","node5","leaf_length1","leaf_length2","leaf_length3","leaf_length4","leaf_length5","leaf_length6","leaf_length7","leaf_length8","leaf_length9","leaf_length10","leaf_width1","leaf_width2","leaf_width3","leaf_width4","leaf_width5","leaf_width6","leaf_width7","leaf_width8","leaf_width9","leaf_width10","rhi_mass_fw","shoot_mass_fw","xs_shoot_mass_fw","iso_count","iso_fw","gamm_amph_count","gamm_amph_fw","caprel_count","caprel_fw","limpet_count","limpet_fw","gastropod_count","gastropod_fw","crab_count","crab_fw","polychaete_count","other_animal_notes","notes","epiphyte_mass_dw","rhi_mass_dw","shoot_mass_dw","xs_shoot_mass_dw","xs_pad_mass_dw","iso_mass_dw","gamm_amph_mass_dw","caprel_mass_dw","limpet_mass_dw","gastropod_mass_dw","crab_mass_dw","leaf_area1","na.rm","leaf_area2","leaf_area3","leaf_area4","leaf_area5","leaf_area6","leaf_area7","leaf_area8","leaf_area9","leaf_area10","tot_leaf_area","mean_canopy_height"
"450","2017_L_05","27/6/17",20170627,"2","5",5,1,1.3,1.1,0.8,0.7,11.5,29.2,34.2,28.2,NA,NA,NA,NA,NA,NA,0.2,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,0.6934,0.8461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00750000000000006,0.1041,0.1296,NA,NA,NA,NA,NA,NA,NA,NA,2.3,TRUE,11.68,13.68,11.28,NA,NA,NA,NA,NA,NA,38.94,25.775
"451","2017_L_05","27/6/17",20170627,"3","1",4.1,0.7,1.3,1.2,0.9,NA,22.5,13.1,24.5,17.9,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,0.3644,0.4383,3.3227,NA,NA,1,9e-04,NA,NA,NA,NA,2,"0.0079",NA,NA,1,"1 brittle star","",0.000200000000000089,0.0541,0.0761000000000003,0.4515,NA,NA,9.9999999999989e-05,NA,NA,0.00430000000000008,NA,9,TRUE,5.24,9.8,7.16,NA,NA,NA,NA,NA,NA,31.2,19.5
"452","2017_L_05","27/6/17",20170627,"3","2",5,0.9,1,0.8,0.3,0.2,10.7,27.3,34.9,15.5,16.2,NA,NA,NA,NA,NA,0.3,0.3,0.3,0.4,0.3,NA,NA,NA,NA,NA,0.6084,0.4909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00319999999999998,0.1568,0.0819000000000001,NA,NA,NA,NA,NA,NA,NA,NA,3.21,TRUE,8.19,10.47,6.2,4.86,NA,NA,NA,NA,NA,32.93,20.92
"453","2017_L_05","27/6/17",20170627,"3","3",5,0.7,0.8,0.6,0.4,0.4,19.7,4.6,31.6,31.8,14.8,NA,NA,NA,NA,NA,0.3,0.3,0.3,0.4,0.3,NA,NA,NA,NA,NA,0.4828,0.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00890000000000002,0.1219,0.0908000000000002,NA,NA,NA,NA,NA,NA,NA,NA,5.91,TRUE,1.38,9.48,12.72,4.44,NA,NA,NA,NA,NA,33.93,20.5
"454","2017_L_05","27/6/17",20170627,"3","4",4,0.4,0.4,0.5,0.6,0.5,11.5,34.3,20.3,32.3,NA,NA,NA,NA,NA,NA,0.3,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,0.3601,0.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",9.9999999999989e-05,0.0582,0.069,NA,NA,NA,NA,NA,NA,NA,NA,3.45,TRUE,10.29,6.09,9.69,NA,NA,NA,NA,NA,NA,29.52,24.6
"455","2017_L_05","27/6/17",20170627,"3","5",5,0.2,0.5,0.4,0.3,0.3,19.9,14.5,31.6,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,0.3931,0.2593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.000400000000000067,0.0947,0.0423,NA,NA,NA,NA,NA,NA,NA,NA,5.97,TRUE,4.35,9.48,NA,NA,NA,NA,NA,NA,NA,19.8,22
"456","2017_L_05","27/6/17",20170627,"4","1",4.7,1.2,1.1,0.7,0.7,0.4,38.6,27.5,7.9,22.2,36.4,19.6,NA,NA,NA,NA,0.4,0.4,0.3,0.4,0.4,0.4,NA,NA,NA,NA,0.7165,0.9781,2.732,NA,NA,NA,NA,2,0.0019,1,0.0037,12,"0.0855",NA,NA,2,"","",0,0.1667,0.1664,0.3608,NA,NA,NA,0,0.00159999999999999,0.0496,NA,15.44,TRUE,11,2.37,8.88,14.56,7.84,NA,NA,NA,NA,60.09,25.3666666666667
"457","2017_L_05","27/6/17",20170627,"4","2",4.6,0.8,1,0.8,1,0.9,25.5,30,9.7,32,26.3,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,0.6996,0.7157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00109999999999999,0.1326,0.123,NA,NA,NA,NA,NA,NA,NA,NA,10.2,TRUE,12,3.88,12.8,10.52,NA,NA,NA,NA,NA,49.4,24.7
"458","2017_L_05","27/6/17",20170627,"4","3",5,0.7,1.1,0.7,0.5,0.3,28.3,34,42.8,11.2,34.8,NA,NA,NA,NA,NA,0.4,0.5,0.5,0.5,0.4,NA,NA,NA,NA,NA,0.678,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.000400000000000067,0.1489,0.1769,NA,NA,NA,NA,NA,NA,NA,NA,11.32,TRUE,17,21.4,5.6,13.92,NA,NA,NA,NA,NA,69.24,30.22
"459","2017_L_05","27/6/17",20170627,"4","4",4.1,0.6,1.2,1.3,1.1,NA,31.9,35.4,10.5,28.9,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,0.6094,0.9047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0931000000000001,0.1406,NA,NA,NA,NA,NA,NA,NA,NA,15.95,TRUE,17.7,5.25,14.45,NA,NA,NA,NA,NA,NA,53.35,26.675
"460","2017_L_05","27/6/17",20170627,"4","5",3.7,0.9,0.7,0.5,0.6,NA,37.6,20.7,39.9,32.1,NA,NA,NA,NA,NA,NA,0.5,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,0.4727,1.0039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",9.9999999999989e-05,0.1126,0.1703,NA,NA,NA,NA,NA,NA,NA,NA,18.8,TRUE,8.28,15.96,12.84,NA,NA,NA,NA,NA,NA,55.88,32.575
"461","2017_L_05","27/6/17",20170627,"5","1",4,0.6,1,1.1,0.9,NA,18.8,27.7,13.6,27.3,23.5,NA,NA,NA,NA,NA,0.4,0.4,0.5,0.5,0.4,NA,NA,NA,NA,NA,0.346,0.7905,3.2891,1,0.1224,1,6e-04,NA,NA,NA,NA,4,"0.0056",NA,NA,1,"","",0.002,0.0636,0.1321,0.4735,NA,0.0362,0,NA,NA,0.00259999999999999,NA,7.52,TRUE,11.08,6.8,13.65,9.4,NA,NA,NA,NA,NA,48.45,22.18
"462","2017_L_05","27/6/17",20170627,"5","2",4.8,1,1.2,1.5,1,NA,35,41.8,12.3,36.2,25.3,46.4,NA,NA,NA,NA,0.5,0.5,0.5,0.6,0.5,0.5,NA,NA,NA,NA,0.7024,1.8723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",9.9999999999989e-05,0.1165,0.3155,NA,NA,NA,NA,NA,NA,NA,NA,17.5,TRUE,20.9,6.15,21.72,12.65,23.2,NA,NA,NA,NA,102.12,32.8333333333333
"463","2017_L_05","27/6/17",20170627,"5","3",2.3,0.7,0.9,NA,NA,NA,22.4,18.3,12.1,22,12.9,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,0.2431,0.5436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0509999999999999,0.0914000000000001,NA,NA,NA,NA,NA,NA,NA,NA,8.96,TRUE,7.32,4.84,8.8,5.16,NA,NA,NA,NA,NA,35.08,17.54
"464","2017_L_05","27/6/17",20170627,"5","4",5,1.6,1.5,1.1,NA,NA,10.4,48,38.4,31.2,36.6,49,NA,NA,NA,NA,0.3,0.6,0.6,0.5,0.5,0.5,NA,NA,NA,NA,0.7015,2.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.000199999999999978,0.1292,0.364,NA,NA,NA,NA,NA,NA,NA,NA,3.12,TRUE,28.8,23.04,15.6,18.3,24.5,NA,NA,NA,NA,113.36,35.6
"465","2017_L_05","27/6/17",20170627,"5","5",4.2,0.5,0.6,0.6,0.5,0.5,45.2,31.2,46,5.9,32.9,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.4,0.5,NA,NA,NA,NA,NA,0.7884,1.2664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.1336,0.1904,NA,NA,NA,NA,NA,NA,NA,NA,22.6,TRUE,15.6,23,2.36,16.45,NA,NA,NA,NA,NA,80.01,32.24
"466","2017_L_05","27/6/17",20170627,"6","1",3.4,0.4,0.7,0.7,0.3,0.3,34.4,29.5,6.4,47.9,23.7,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,0.3652,0.9543,3.599,1,0.85,NA,NA,NA,NA,3,0.0352,2,"0.0030",NA,NA,3,"2 bivalves","",0,0.0720000000000001,0.1317,0.4581,NA,0.0258,NA,NA,0.0124,0.000800000000000023,NA,13.76,TRUE,11.8,2.56,19.16,9.48,NA,NA,NA,NA,NA,56.76,28.38
"467","2017_L_05","27/6/17",20170627,"6","2",5,0.6,0.9,0.7,0.6,0.5,37.2,20.6,22.1,27.3,6.5,NA,NA,NA,NA,NA,0.3,0.3,0.4,0.4,0.4,NA,NA,NA,NA,NA,0.4272,0.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0750000000000001,0.1016,NA,NA,NA,NA,NA,NA,NA,NA,11.16,TRUE,6.18,8.84,10.92,2.6,NA,NA,NA,NA,NA,39.7,22.74
"468","2017_L_05","27/6/17",20170627,"6","3",5,1,1.1,0.9,0.5,0.5,27,44.4,24.1,35.1,27.6,NA,NA,NA,NA,NA,0.5,0.5,0.4,0.5,0.5,NA,NA,NA,NA,NA,0.7304,1.2362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.1206,0.1883,NA,NA,NA,NA,NA,NA,NA,NA,13.5,TRUE,22.2,9.64,17.55,13.8,NA,NA,NA,NA,NA,76.69,31.64
"469","2017_L_05","27/6/17",20170627,"6","4",5,0.5,0.5,0.7,0.6,0.5,19.5,27,47.2,34,11.9,NA,NA,NA,NA,NA,0.4,0.5,0.4,0.5,0.5,NA,NA,NA,NA,NA,0.5236,1.0956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0958,0.1629,NA,NA,NA,NA,NA,NA,NA,NA,7.8,TRUE,13.5,18.88,17,5.95,NA,NA,NA,NA,NA,63.13,27.92
"470","2017_L_05","27/6/17",20170627,"6","5",5,0.9,0.9,0.6,0.6,0.6,22.9,18.9,24,3.4,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.3,NA,NA,NA,NA,NA,NA,0.6929,0.4217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.000499999999999945,0.1432,0.0697999999999999,NA,NA,NA,NA,NA,NA,NA,NA,9.16,TRUE,7.56,9.6,1.02,NA,NA,NA,NA,NA,NA,27.34,17.3
"471","2017_L_05","27/6/17",20170627,"7","1",5,0.6,1.2,1.2,1.6,NA,18.9,41.8,23.9,45.4,40.2,NA,NA,NA,NA,NA,0.5,0.5,0.6,0.6,0.5,NA,NA,NA,NA,NA,1.0934,1.9636,6.4025,NA,NA,3,0.0039,NA,NA,2,0.02,4,"0.0265",NA,NA,3,"1 bivalve","",0.00170000000000003,0.1614,0.2551,0.8333,NA,NA,0.000200000000000089,NA,0.00730000000000008,0.0156000000000001,NA,9.45,TRUE,20.9,14.34,27.24,20.1,NA,NA,NA,NA,NA,92.03,34.04
"472","2017_L_05","27/6/17",20170627,"7","2",5,1.3,1.5,1.4,NA,NA,32.6,22.2,47.6,32.2,NA,NA,NA,NA,NA,NA,0.5,0.5,0.6,0.6,NA,NA,NA,NA,NA,NA,0.8303,1.6285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.003,0.1336,0.2282,NA,NA,NA,NA,NA,NA,NA,NA,16.3,TRUE,11.1,28.56,19.32,NA,NA,NA,NA,NA,NA,75.28,33.65
"473","2017_L_05","27/6/17",20170627,"7","3",4.4,1.1,0.9,1,0.5,0.5,34.1,40.6,12.8,35.2,47.2,NA,NA,NA,NA,NA,0.5,0.5,0.3,0.5,0.5,NA,NA,NA,NA,NA,0.6002,1.4472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.002,0.1001,0.2244,NA,NA,NA,NA,NA,NA,NA,NA,17.05,TRUE,20.3,3.84,17.6,23.6,NA,NA,NA,NA,NA,82.39,33.98
"474","2017_L_05","27/6/17",20170627,"7","4",5,1,1.2,1.7,NA,NA,15.8,46,23.1,43.1,NA,NA,NA,NA,NA,NA,0.6,0.6,0.6,0.6,NA,NA,NA,NA,NA,NA,0.7326,1.3709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.000600000000000045,0.1185,0.1992,NA,NA,NA,NA,NA,NA,NA,NA,9.48,TRUE,27.6,13.86,25.86,NA,NA,NA,NA,NA,NA,76.8,32
"475","2017_L_05","27/6/17",20170627,"7","5",5,0.7,1,1.3,0.6,0.6,16.6,41.6,28,26.7,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,0.6672,1.1924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.002,0.1001,0.1602,NA,NA,NA,NA,NA,NA,NA,NA,8.3,TRUE,20.8,14,13.35,NA,NA,NA,NA,NA,NA,56.45,28.225
"476","2017_L_05","27/6/17",20170627,"8","1",4.4,1,1,1,0.6,0.8,40.9,60.8,54.7,31,50.1,NA,NA,NA,NA,NA,0.4,0.4,0.5,0.5,0.4,NA,NA,NA,NA,NA,0.5603,1.6232,6.2259,1,0.0888,NA,NA,NA,NA,NA,NA,5,"0.1015",NA,NA,3,"","",0.00219999999999998,0.0951000000000001,0.2575,0.76,NA,0.0408999999999999,NA,NA,NA,0.0609,NA,16.36,TRUE,24.32,27.35,15.5,20.04,NA,NA,NA,NA,NA,103.57,47.5
"477","2017_L_05","27/6/17",20170627,"8","2",3.5,0.7,0.7,0.5,0.4,0.4,36.6,19.3,39.9,48.2,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,0.3295,0.9075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0475,0.145,NA,NA,NA,NA,NA,NA,NA,NA,14.64,TRUE,7.72,15.96,19.28,NA,NA,NA,NA,NA,NA,57.6,36
"478","2017_L_05","27/6/17",20170627,"8","3",3.7,0.5,0.8,1.1,0.5,0.4,14.3,46.5,34.4,42.2,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,0.3579,0.8699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0498000000000001,0.1567,NA,NA,NA,NA,NA,NA,NA,NA,5.72,TRUE,18.6,13.76,16.88,NA,NA,NA,NA,NA,NA,54.96,34.35
"479","2017_L_05","27/6/17",20170627,"8","4",5,0.5,0.5,0.5,0.3,0.4,46.8,26.1,46.2,30.2,26.9,NA,NA,NA,NA,NA,0.3,0.4,0.4,0.3,0.3,NA,NA,NA,NA,NA,0.8321,0.9047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00260000000000005,0.1421,0.1589,NA,NA,NA,NA,NA,NA,NA,NA,14.04,TRUE,10.44,18.48,9.06,8.07,NA,NA,NA,NA,NA,60.09,35.24
"480","2017_L_05","27/6/17",20170627,"8","5",5,0.7,1,1.2,0.8,0.5,49.2,26.2,38.3,36.6,NA,NA,NA,NA,NA,NA,0.3,0.4,0.4,0.3,NA,NA,NA,NA,NA,NA,0.6983,1.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00119999999999998,0.0847,0.1632,NA,NA,NA,NA,NA,NA,NA,NA,14.76,TRUE,10.48,15.32,10.98,NA,NA,NA,NA,NA,NA,51.54,37.575
"481","2017_L_06","23/7/17",20170723,"1","1",5,1.9,2.1,NA,NA,NA,94.8,96.2,22.6,66.3,66.2,NA,NA,NA,NA,NA,0.6,0.7,0.7,0.7,0.7,NA,NA,NA,NA,NA,1.0319,4.8842,6.136,1,0.0016,NA,NA,NA,NA,13,0.4564,21,"0.0940",NA,NA,2,"","",0.00860000000000005,0.1328,0.8374,0.8924,NA,0.000300000000000022,NA,NA,0.1538,0.0359,NA,56.88,TRUE,67.34,15.82,46.41,46.34,NA,NA,NA,NA,NA,232.79,69.22
"482","2017_L_06","23/7/17",20170723,"1","2",5,2,1.7,NA,NA,NA,44.6,84.2,56.2,92.4,78.9,NA,NA,NA,NA,NA,0.6,0.7,0.7,0.7,0.6,NA,NA,NA,NA,NA,0.8276,4.6339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00579999999999992,0.1211,0.8233,NA,NA,NA,NA,NA,NA,NA,NA,26.76,TRUE,58.94,39.34,64.68,47.34,NA,NA,NA,NA,NA,237.06,71.26
"483","2017_L_06","23/7/17",20170723,"1","3",5,1.4,1.6,1,NA,NA,89,67.8,47.6,6.2,34.2,82.6,NA,NA,NA,NA,0.6,0.6,0.6,0.3,0.5,0.5,NA,NA,NA,NA,0.6889,3.5081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00870000000000004,0.0988,0.6553,NA,NA,NA,NA,NA,NA,NA,NA,53.4,TRUE,40.68,28.56,1.86,17.1,41.3,NA,NA,NA,NA,182.9,54.5666666666667
"484","2017_L_06","23/7/17",20170723,"1","4",5,1,1,1,1.2,NA,71.4,27.3,55.4,41.1,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,0.6647,1.7416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00579999999999992,0.0865,0.3106,NA,NA,NA,NA,NA,NA,NA,NA,35.7,TRUE,13.65,27.7,20.55,NA,NA,NA,NA,NA,NA,97.6,48.8
"485","2017_L_06","23/7/17",20170723,"1","5",5,1,1.2,1.2,NA,NA,76.4,73.9,34.2,83.6,NA,NA,NA,NA,NA,NA,0.5,0.6,0.6,0.6,NA,NA,NA,NA,NA,NA,0.9679,3.1541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,0,"","",0.00739999999999996,0.1278,0.5182,NA,NA,NA,NA,NA,NA,NA,NA,38.2,TRUE,44.34,20.52,50.16,NA,NA,NA,NA,NA,NA,153.22,67.025
"486","2017_L_06","23/7/17",20170723,"2","1",5,1.2,1.2,1.2,0.8,NA,73.5,70.2,63.6,71.4,NA,NA,NA,NA,NA,NA,0.7,0.7,0.6,0.6,NA,NA,NA,NA,NA,NA,1.3619,4.392,12.4635,NA,NA,NA,NA,NA,NA,5,0.1301,50,"0.3958",NA,NA,NA,"","",0.00590000000000002,0.2029,0.6968,1.8196,NA,NA,NA,NA,0.0422,0.1213,NA,51.45,TRUE,49.14,38.16,42.84,NA,NA,NA,NA,NA,NA,181.59,69.675
"487","2017_L_06","23/7/17",20170723,"2","2",5,1.5,1.3,1.6,NA,NA,64.6,60.6,75.6,70.6,111.2,NA,NA,NA,NA,NA,0.7,0.7,0.7,0.7,0.6,NA,NA,NA,NA,NA,1.0644,6.5734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00639999999999996,0.1585,0.99,NA,NA,NA,NA,NA,NA,NA,NA,45.22,TRUE,42.42,52.92,49.42,66.72,NA,NA,NA,NA,NA,256.7,76.52
"488","2017_L_06","23/7/17",20170723,"2","3",5,1.1,1.3,1.2,1.1,1.2,25.3,67.2,73.6,46.8,NA,NA,NA,NA,NA,NA,0.6,0.7,0.6,0.5,NA,NA,NA,NA,NA,NA,0.7589,2.3645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00429999999999997,0.1163,0.4374,NA,NA,NA,NA,NA,NA,NA,NA,15.18,TRUE,47.04,44.16,23.4,NA,NA,NA,NA,NA,NA,129.78,53.225
"489","2017_L_06","23/7/17",20170723,"2","4",5,1,1,1,1.5,NA,81.2,43.4,18.1,70.6,40.4,54.8,NA,NA,NA,NA,0.6,0.6,0.6,0.6,0.5,0.5,NA,NA,NA,NA,1.1917,3.8321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00480000000000003,0.1615,0.6111,NA,NA,NA,NA,NA,NA,NA,NA,48.72,TRUE,26.04,10.86,42.36,20.2,27.4,NA,NA,NA,NA,175.58,51.4166666666667
"490","2017_L_06","23/7/17",20170723,"2","5",5,1.8,1.5,1.6,NA,NA,59.4,92.8,76.4,66.8,42.8,NA,NA,NA,NA,NA,0.7,0.7,0.7,0.7,0.7,NA,NA,NA,NA,NA,1.55,6.1758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00319999999999998,0.2034,0.9229,NA,NA,NA,NA,NA,NA,NA,NA,41.58,TRUE,64.96,53.48,46.76,29.96,NA,NA,NA,NA,NA,236.74,67.64
"491","2017_L_06","23/7/17",20170723,"3","1",5,1.5,2.3,NA,NA,NA,4.8,55.8,24.9,47.4,77.4,58.6,74.2,NA,NA,NA,0.6,0.3,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,0.8954,3.5012,4.1723,4,0.2417,NA,NA,NA,NA,3,0.1186,24,"0.1956",NA,NA,1,"","",0.00229999999999997,0.1224,0.63,0.6457,NA,0.0672,NA,NA,0.041,0.0694999999999999,NA,2.88,TRUE,16.74,12.45,23.7,38.7,29.3,37.1,NA,NA,NA,160.87,49.0142857142857
"492","2017_L_06","23/7/17",20170723,"3","2",5,2,1.5,NA,NA,NA,31.2,76.8,42.4,45.4,52.4,NA,NA,NA,NA,NA,0.6,0.6,0.5,0.5,0.6,NA,NA,NA,NA,NA,0.8438,3.2149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00239999999999996,0.1233,0.5512,NA,NA,NA,NA,NA,NA,NA,NA,18.72,TRUE,46.08,21.2,22.7,31.44,NA,NA,NA,NA,NA,140.14,49.64
"493","2017_L_06","23/7/17",20170723,"3","3",5,0.5,2.1,1.8,NA,NA,69.2,55.4,30.6,65.1,54.2,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.4,NA,NA,NA,NA,NA,0.7365,2.3484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00150000000000006,0.1048,0.5618,NA,NA,NA,NA,NA,NA,NA,NA,34.6,TRUE,27.7,15.3,32.55,21.68,NA,NA,NA,NA,NA,131.83,54.9
"494","2017_L_06","23/7/17",20170723,"3","4",5,1,2,1.5,NA,NA,47.6,15.1,41.1,57.4,51.4,39.4,NA,NA,NA,NA,0.5,0.4,0.5,0.5,0.5,0.5,NA,NA,NA,NA,0.7595,2.7659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00239999999999996,0.1056,0.511,NA,NA,NA,NA,NA,NA,NA,NA,23.8,TRUE,6.04,20.55,28.7,25.7,19.7,NA,NA,NA,NA,124.49,42
"495","2017_L_06","23/7/17",20170723,"3","5",5,0.8,1.4,0.7,1.2,0.8,30.4,56.4,41.1,57.4,51.4,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,0.6074,1.5924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.082,0.291,NA,NA,NA,NA,NA,NA,NA,NA,12.16,TRUE,22.56,16.44,22.96,20.56,NA,NA,NA,NA,NA,94.68,47.34
"496","2017_L_06","23/7/17",20170723,"4","1",5,1.5,3,NA,NA,NA,66.2,33.9,71.4,25.8,NA,NA,NA,NA,NA,NA,0.7,0.7,0.7,0.7,NA,NA,NA,NA,NA,NA,1.0321,3.1491,4.4688,NA,NA,NA,NA,NA,NA,7,0.2293,19,"0.1739",NA,NA,3,"","",0,0.1322,0.5885,0.5468,NA,NA,NA,NA,0.0814,0.0481,NA,46.34,TRUE,23.73,49.98,18.06,NA,NA,NA,NA,NA,NA,138.11,49.325
"497","2017_L_06","23/7/17",20170723,"4","2",5,2,3,NA,NA,NA,26.9,66.4,77.4,55.8,69.8,NA,NA,NA,NA,NA,0.7,0.7,0.7,0.7,0.7,NA,NA,NA,NA,NA,1.1198,3.962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.1488,0.8833,NA,NA,NA,NA,NA,NA,NA,NA,18.83,TRUE,46.48,54.18,39.06,48.86,NA,NA,NA,NA,NA,207.41,59.26
"498","2017_L_06","23/7/17",20170723,"4","3",5,1.6,NA,NA,NA,NA,63.1,83.9,57.4,90,69.9,NA,NA,NA,NA,NA,0.6,0.7,0.7,0.7,0.7,NA,NA,NA,NA,NA,0.9601,5.4299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0169,0.1395,1.1834,NA,NA,NA,NA,NA,NA,NA,NA,37.86,TRUE,58.73,40.18,63,48.93,NA,NA,NA,NA,NA,248.7,72.86
"499","2017_L_06","23/7/17",20170723,"4","4",3.6,1,1.6,NA,NA,NA,33.2,8.3,53.1,52.6,52.2,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,0.5412,1.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0853,0.2949,NA,NA,NA,NA,NA,NA,NA,NA,13.28,TRUE,3.32,21.24,21.04,20.88,NA,NA,NA,NA,NA,79.76,39.88
"500","2017_L_06","23/7/17",20170723,"4","5",5,1,1.1,1.1,1.3,NA,47.6,9.2,26.6,39,57.4,NA,NA,NA,NA,NA,0.4,0.5,0.4,0.5,0.5,NA,NA,NA,NA,NA,0.7568,1.5904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.1278,0.3043,NA,NA,NA,NA,NA,NA,NA,NA,19.04,TRUE,4.6,10.64,19.5,28.7,NA,NA,NA,NA,NA,82.48,35.96
